chain_root	chain_shortest	chain_longest	chain_length	language	lang_name	mode_word	word_ipa_len	stability	mode_count	total_extensions	gloss	all_words_json
a-da-da	a-da-da	a-da-da-u-ti-nu	6	peo	Old Persian	nava	4	1.0000	6	6		"[""nava"", ""nava"", ""nava"", ""nava"", ""nava"", ""nava""]"
da-da-u	da-da-u	da-da-u-ti-nu-i	6	peo	Old Persian	nava	4	1.0000	6	6		"[""nava"", ""nava"", ""nava"", ""nava"", ""nava"", ""nava""]"
re-i-ke	re-i-ke	re-i-ke-ta-na-i	6	peo	Old Persian	kuuʃa	5	1.0000	6	6		"[""kuu\u0283a"", ""kuu\u0283a"", ""kuu\u0283a"", ""kuu\u0283a"", ""kuu\u0283a"", ""kuu\u0283a""]"
a-da-u-ti	a-da-u-ti	a-da-u-ti-nu-i-n	5	peo	Old Persian	avadaː	6	1.0000	5	5		"[""avada\u02d0"", ""avada\u02d0"", ""avada\u02d0"", ""avada\u02d0"", ""avada\u02d0""]"
e-i-ke-ta	e-i-ke-ta	e-i-ke-ta-na-i-*301	5	peo	Old Persian	kuuʃa	5	1.0000	5	5		"[""kuu\u0283a"", ""kuu\u0283a"", ""kuu\u0283a"", ""kuu\u0283a"", ""kuu\u0283a""]"
e-u-na-ru	e-u-na-ru	e-u-na-ru-ka-na	5	peo	Old Persian	kaufaʰ	6	1.0000	5	5	mountain	"[""kaufa\u02b0"", ""kaufa\u02b0"", ""kaufa\u02b0"", ""kaufa\u02b0"", ""kaufa\u02b0""]"
*56-e-tu-me	*56-e-tu-me	*56-e-tu-me-i-ja-s	5	peo	Old Persian	paːdaʰ	6	1.0000	5	5		"[""pa\u02d0da\u02b0"", ""pa\u02d0da\u02b0"", ""pa\u02d0da\u02b0"", ""pa\u02d0da\u02b0"", ""pa\u02d0da\u02b0""]"
a-ja-i-nwa	a-ja-i-nwa	a-ja-i-nwa-za-*56	4	peo	Old Persian	aθaⁿɡaʰ	7	1.0000	4	4		"[""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0""]"
i-ja-sa	i-ja-sa	i-ja-sa-u-na-ka	9	peo	Old Persian	aθaⁿɡaʰ	7	0.8889	8	9		"[""a\u03b8aga"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0""]"
me-i-ja	me-i-ja	me-i-ja-sa-u-na	8	peo	Old Persian	ɡaiθaː	6	0.8750	7	8		"[""da\u03b8a"", ""\u0261ai\u03b8a\u02d0"", ""\u0261ai\u03b8a\u02d0"", ""\u0261ai\u03b8a\u02d0"", ""\u0261ai\u03b8a\u02d0"", ""\u0261ai\u03b8a\u02d0"", ""\u0261ai\u03b8a\u02d0"", ""\u0261ai\u03b8a\u02d0""]"
e-i-ja-sa	e-i-ja-sa	e-i-ja-sa-u-na-k	7	peo	Old Persian	kaufaʰ	6	0.8571	6	7	mountain	"[""kaufa\u02b0"", ""kaufa\u02b0"", ""kaufa\u02b0"", ""kaufa\u02b0"", ""kaufa\u02b0"", ""kaufa\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0""]"
u-me-i-ja	u-me-i-ja	u-me-i-ja-sa-u-n	7	peo	Old Persian	ɡaiθaː	6	0.8571	6	7		"[""da\u03b8a"", ""\u0261ai\u03b8a\u02d0"", ""\u0261ai\u03b8a\u02d0"", ""\u0261ai\u03b8a\u02d0"", ""\u0261ai\u03b8a\u02d0"", ""\u0261ai\u03b8a\u02d0"", ""\u0261ai\u03b8a\u02d0""]"
a-ja-tu	a-ja-tu	a-ja-tu-ru-sa-i	6	peo	Old Persian	aθaⁿɡaʰ	7	0.8333	5	6		"[""ja\u03b8a\u02d0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0""]"
e-ka-na	e-ka-na	e-ka-na-si-si-r	6	peo	Old Persian	kaufaʰ	6	0.8333	5	6	mountain	"[""kuu\u0283a"", ""kaufa\u02b0"", ""kaufa\u02b0"", ""kaufa\u02b0"", ""kaufa\u02b0"", ""kaufa\u02b0""]"
ja-ja-sa	ja-ja-sa	ja-ja-sa-sa-ra	5	peo	Old Persian	aθaⁿɡaʰ	7	0.8000	4	5		"[""a\u03b8aga"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0""]"
ja-se-ka	ja-se-ka	ja-se-ka-na-si	5	peo	Old Persian	θaːjakaː	8	0.8000	4	5		"[""-ika"", ""\u03b8a\u02d0jaka\u02d0"", ""\u03b8a\u02d0jaka\u02d0"", ""\u03b8a\u02d0jaka\u02d0"", ""\u03b8a\u02d0jaka\u02d0""]"
ma-na-da	ma-na-da	ma-na-da-wa-i-j	5	peo	Old Persian	zana	4	0.8000	4	5	man	"[""zana"", ""zana"", ""zana"", ""zana"", ""jaunaija""]"
na-da-da	na-da-da	na-da-da-u-ti-n	5	peo	Old Persian	u-man-na	8	0.8000	4	5		"[""nava"", ""u-man-na"", ""u-man-na"", ""u-man-na"", ""u-man-na""]"
nu-ja-sa	nu-ja-sa	nu-ja-sa-sa-ra	5	peo	Old Persian	aθaⁿɡaʰ	7	0.8000	4	5		"[""a\u03b8aga"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0""]"
se-ka-na	se-ka-na	se-ka-na-si-si	5	peo	Old Persian	kaufaʰ	6	0.8000	4	5	mountain	"[""kuu\u0283a"", ""kaufa\u02b0"", ""kaufa\u02b0"", ""kaufa\u02b0"", ""kaufa\u02b0""]"
wa-ja-tu	wa-ja-tu	wa-ja-tu-ru-sa	5	peo	Old Persian	aθaⁿɡaʰ	7	0.8000	4	5		"[""ja\u03b8a\u02d0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0""]"
e-u-na-ka	e-u-na-ka	e-u-na-ka-na-si	5	peo	Old Persian	kaufaʰ	6	0.8000	4	5	mountain	"[""kuu\u0283a"", ""kaufa\u02b0"", ""kaufa\u02b0"", ""kaufa\u02b0"", ""kaufa\u02b0""]"
wa-e-a-di	wa-e-a-di	wa-e-a-di-ki-te	5	peo	Old Persian	vaʃanaa	7	0.8000	4	5		"[""aiva"", ""va\u0283anaa"", ""va\u0283anaa"", ""va\u0283anaa"", ""va\u0283anaa""]"
pi-na-ma	pi-na-ma	pi-na-ma-i-na-j	9	peo	Old Persian	idaa	4	0.7778	7	9		"[""kaara"", ""idaa"", ""idaa"", ""idaa"", ""idaa"", ""idaa"", ""idaa"", ""ida\u02d0"", ""idaa""]"
a-me-u-na	a-me-u-na	a-me-u-na-ru-ka	9	peo	Old Persian	idaa	4	0.7778	7	9		"[""idaa"", ""idaa"", ""idaa"", ""idaa"", ""ida\u02d0"", ""idaa"", ""ida\u02d0"", ""idaa"", ""idaa""]"
a-da-wa	a-da-wa	a-da-wa-i-ja	4	peo	Old Persian	avadaː	6	0.7500	3	4		"[""anija"", ""avada\u02d0"", ""avada\u02d0"", ""avada\u02d0""]"
i-da-ja	i-da-ja	i-da-ja-ja	4	peo	Old Persian	avadaː	6	0.7500	3	4		"[""anija"", ""avada\u02d0"", ""avada\u02d0"", ""avada\u02d0""]"
ti-ja-sa	ti-ja-sa	ti-ja-sa-sa-r	4	peo	Old Persian	aθaⁿɡaʰ	7	0.7500	3	4		"[""a\u03b8aga"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0""]"
i-ja-sa	i-ja-sa	i-ja-sa-u-na-ka	9	xle	Eteocypriot	ewistʰuo	8	1.0000	9	9		"[""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo""]"
e-i-ja-sa	e-i-ja-sa	e-i-ja-sa-u-na-k	7	xle	Eteocypriot	ewistʰuo	8	1.0000	7	7		"[""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo""]"
u-me-i-ja	u-me-i-ja	u-me-i-ja-sa-u-n	7	xle	Eteocypriot	aker	4	1.0000	7	7	made	"[""aker"", ""aker"", ""aker"", ""aker"", ""aker"", ""aker"", ""aker""]"
na-si-i	na-si-i	na-si-i-pi-na-m	6	xle	Eteocypriot	heloke	6	1.0000	6	6	verb form	"[""heloke"", ""heloke"", ""heloke"", ""heloke"", ""heloke"", ""heloke""]"
nu-i-na	nu-i-na	nu-i-na-i-da-ja	6	xle	Eteocypriot	aker	4	1.0000	6	6	made	"[""aker"", ""aker"", ""aker"", ""aker"", ""aker"", ""aker""]"
si-i-pi	si-i-pi	si-i-pi-na-ma-i	6	xle	Eteocypriot	heloke	6	1.0000	6	6	verb form	"[""heloke"", ""heloke"", ""heloke"", ""heloke"", ""heloke"", ""heloke""]"
u-i-na-i	u-i-na-i	u-i-na-i-da-ja-s	6	xle	Eteocypriot	aker	4	1.0000	6	6	made	"[""aker"", ""aker"", ""aker"", ""aker"", ""aker"", ""aker""]"
i-ja-re	i-ja-re	i-ja-re-di-ja	5	xle	Eteocypriot	ewistʰuo	8	1.0000	5	5		"[""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo""]"
sa-ra-ma	sa-ra-ma	sa-ra-ma-na-da	5	xle	Eteocypriot	siwai	5	1.0000	5	5		"[""siwai"", ""siwai"", ""siwai"", ""siwai"", ""siwai""]"
wa-ja-se	wa-ja-se	wa-ja-se-ka-na	5	xle	Eteocypriot	napʰotʰ	7	1.0000	5	5		"[""nap\u02b0ot\u02b0"", ""nap\u02b0ot\u02b0"", ""nap\u02b0ot\u02b0"", ""nap\u02b0ot\u02b0"", ""nap\u02b0ot\u02b0""]"
a-ma-i-na	a-ma-i-na	a-ma-i-na-ja-re	5	xle	Eteocypriot	aker	4	1.0000	5	5	made	"[""aker"", ""aker"", ""aker"", ""aker"", ""aker""]"
a-si-i-pi	a-si-i-pi	a-si-i-pi-na-ma	5	xle	Eteocypriot	heloke	6	1.0000	5	5	verb form	"[""heloke"", ""heloke"", ""heloke"", ""heloke"", ""heloke""]"
i-i-pi-na	i-i-pi-na	i-i-pi-na-ma-i-n	5	xle	Eteocypriot	aker	4	1.0000	5	5	made	"[""aker"", ""aker"", ""aker"", ""aker"", ""aker""]"
i-nu-i-na	i-nu-i-na	i-nu-i-na-i-da-j	5	xle	Eteocypriot	aker	4	1.0000	5	5	made	"[""aker"", ""aker"", ""aker"", ""aker"", ""aker""]"
*301-u-ti-nu	*301-u-ti-nu	*301-u-ti-nu-ja-sa	5	xle	Eteocypriot	aker	4	1.0000	5	5	made	"[""aker"", ""aker"", ""aker"", ""aker"", ""aker""]"
na-i-da	na-i-da	na-i-da-ja-s	4	xle	Eteocypriot	aker	4	1.0000	4	4	made	"[""aker"", ""aker"", ""aker"", ""aker""]"
si-ru-te	si-ru-te	si-ru-te-i-di	4	xle	Eteocypriot	heloke	6	1.0000	4	4	verb form	"[""heloke"", ""heloke"", ""heloke"", ""heloke""]"
a-ja-i-nwa	a-ja-i-nwa	a-ja-i-nwa-za-*56	4	xle	Eteocypriot	aker	4	1.0000	4	4	made	"[""aker"", ""aker"", ""aker"", ""aker""]"
a-sa-ra	a-sa-ra	a-sa-ra-me-u-na	13	xle	Eteocypriot	siwai	5	0.9231	12	13		"[""siwai"", ""siwai"", ""siwai"", ""siwai"", ""siwai"", ""siwai"", ""siwai"", ""siwai"", ""siwai"", ""siwai"", ""siwai"", ""siwai"", ""sialk\u02b0wis""]"
sa-sa-ra	sa-sa-ra	sa-sa-ra-me-u-n	10	xle	Eteocypriot	siwai	5	0.9000	9	10		"[""siasi"", ""siwai"", ""siwai"", ""siwai"", ""siwai"", ""siwai"", ""siwai"", ""siwai"", ""siwai"", ""siwai""]"
u-ti-nu	u-ti-nu	u-ti-nu-i-na-i-d	11	xle	Eteocypriot	aker	4	0.8182	9	11	made	"[""aker"", ""heloke"", ""aker"", ""aker"", ""heloke"", ""aker"", ""aker"", ""aker"", ""aker"", ""aker"", ""aker""]"
sa-u-na	sa-u-na	sa-u-na-ka-na	5	xle	Eteocypriot	tawarzio	8	0.8000	4	5		"[""p\u02b0oke"", ""tawarzio"", ""tawarzio"", ""tawarzio"", ""tawarzio""]"
ja-i-nwa	ja-i-nwa	ja-i-nwa-za-*56-n	5	xle	Eteocypriot	aker	4	0.8000	4	5	made	"[""aker"", ""aker"", ""aker"", ""aker"", ""heloke""]"
ja-tu-ru	ja-tu-ru	ja-tu-ru-sa-i-d	5	xle	Eteocypriot	awis	4	0.8000	4	5		"[""rom"", ""awis"", ""awis"", ""awis"", ""awis""]"
a-sa-u-na	a-sa-u-na	a-sa-u-na-ka-na	5	xle	Eteocypriot	tawarzio	8	0.8000	4	5		"[""p\u02b0oke"", ""tawarzio"", ""tawarzio"", ""tawarzio"", ""tawarzio""]"
a-i-*301-u-ti	a-i-*301-u-ti	a-i-*301-u-ti-nu-ja	5	xle	Eteocypriot	heloke	6	0.8000	4	5	verb form	"[""heloke"", ""heloke"", ""heloke"", ""heloke"", ""aker""]"
wa-ja-ja	wa-ja-ja	wa-ja-ja-sa-sa	16	xle	Eteocypriot	napʰotʰ	7	0.7500	12	16		"[""maw"", ""nap\u02b0ot\u02b0"", ""rom"", ""nap\u02b0ot\u02b0"", ""nap\u02b0ot\u02b0"", ""awis"", ""nap\u02b0ot\u02b0"", ""nap\u02b0ot\u02b0"", ""nap\u02b0ot\u02b0"", ""nap\u02b0ot\u02b0"", ""nap\u02b0ot\u02b0"", ""nap\u02b0ot\u02b0"", ""nap\u02b0ot\u02b0"", ""nap\u02b0ot\u02b0"", ""aker"", ""nap\u02b0ot\u02b0""]"
tu-me-i	tu-me-i	tu-me-i-ja-sa-u	7	xle	Eteocypriot	aker	4	0.7143	5	7	made	"[""p\u02b0oke"", ""p\u02b0oke"", ""aker"", ""aker"", ""aker"", ""aker"", ""aker""]"
sa-sa-ra	sa-sa-ra	sa-sa-ra-me-u-n	10	phn	Phoenician	taħat	5	1.0000	10	10		"[""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at""]"
a-sa-sa	a-sa-sa	a-sa-sa-ra-me-u	9	phn	Phoenician	taħat	5	1.0000	9	9		"[""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at""]"
ja-a-di	ja-a-di	ja-a-di-ki-te-s	6	phn	Phoenician	ʔanī	4	1.0000	6	6		"[""\u0294an\u012b"", ""\u0294an\u012b"", ""\u0294an\u012b"", ""\u0294an\u012b"", ""\u0294an\u012b"", ""\u0294an\u012b""]"
a-i-*301-ti	a-i-*301-ti	a-i-*301-ti-ja-sa-s	6	phn	Phoenician	alef	4	1.0000	6	6		"[""alef"", ""alef"", ""alef"", ""alef"", ""alef"", ""alef""]"
ru-sa-i	ru-sa-i	ru-sa-i-da-a-u	5	phn	Phoenician	pani	4	1.0000	5	5		"[""pani"", ""pani"", ""pani"", ""pani"", ""pani""]"
a-ja-a-di	a-ja-a-di	a-ja-a-di-ki-te	5	phn	Phoenician	ʔanī	4	1.0000	5	5		"[""\u0294an\u012b"", ""\u0294an\u012b"", ""\u0294an\u012b"", ""\u0294an\u012b"", ""\u0294an\u012b""]"
wa-e-a-di	wa-e-a-di	wa-e-a-di-ki-te	5	phn	Phoenician	pani	4	1.0000	5	5		"[""pani"", ""pani"", ""pani"", ""pani"", ""pani""]"
a-i-*301-u-ti	a-i-*301-u-ti	a-i-*301-u-ti-nu-ja	5	phn	Phoenician	alef	4	1.0000	5	5		"[""alef"", ""alef"", ""alef"", ""alef"", ""alef""]"
si-ru-te	si-ru-te	si-ru-te-i-di	4	phn	Phoenician	sˤūr	4	1.0000	4	4		"[""s\u02e4\u016br"", ""s\u02e4\u016br"", ""s\u02e4\u016br"", ""s\u02e4\u016br""]"
a-da-da	a-da-da	a-da-da-u-ti-nu	6	phn	Phoenician	mamlaːḵaː	9	0.8333	5	6		"[""\u0294atta"", ""mamla\u02d0\u1e35a\u02d0"", ""mamla\u02d0\u1e35a\u02d0"", ""mamla\u02d0\u1e35a\u02d0"", ""mamla\u02d0\u1e35a\u02d0"", ""mamla\u02d0\u1e35a\u02d0""]"
a-ja-di	a-ja-di	a-ja-di-ki-tu-j	6	phn	Phoenician	ʔanī	4	0.8333	5	6		"[""\u0294an\u012b"", ""\u0294an\u012b"", ""\u0294an\u012b"", ""\u0294an\u012b"", ""\u0294an\u012b"", ""\u0294a\u1e2b""]"
si-i-pi	si-i-pi	si-i-pi-na-ma-i	6	phn	Phoenician	pani	4	0.8333	5	6		"[""pani"", ""pani"", ""pani"", ""pani"", ""k\u02b0amma\u02d0n"", ""pani""]"
u-ru-sa	u-ru-sa	u-ru-sa-i-da-a-u	6	phn	Phoenician	pani	4	0.8333	5	6		"[""\u0283at"", ""pani"", ""pani"", ""pani"", ""pani"", ""pani""]"
na-i-*301-u	na-i-*301-u	na-i-*301-u-ti-nu-j	6	phn	Phoenician	alef	4	0.8333	5	6		"[""lib"", ""alef"", ""alef"", ""alef"", ""alef"", ""alef""]"
a-na-i-*301	a-na-i-*301	a-na-i-*301-u-ti-nu	11	phn	Phoenician	alef	4	0.8182	9	11		"[""\u0127ajj\u00edm"", ""alef"", ""\u0127ajj\u00edm"", ""alef"", ""alef"", ""alef"", ""alef"", ""alef"", ""alef"", ""alef"", ""alef""]"
na-da-da	na-da-da	na-da-da-u-ti-n	5	phn	Phoenician	mamlaːḵaː	9	0.8000	4	5		"[""ja\u1e6fm\u0101"", ""mamla\u02d0\u1e35a\u02d0"", ""mamla\u02d0\u1e35a\u02d0"", ""mamla\u02d0\u1e35a\u02d0"", ""mamla\u02d0\u1e35a\u02d0""]"
na-ma-si	na-ma-si	na-ma-si-ru-te	5	phn	Phoenician	ʔalaʃija	8	0.8000	4	5		"[""\u0283at"", ""\u0294ala\u0283ija"", ""\u0294ala\u0283ija"", ""\u0294ala\u0283ija"", ""\u0294ala\u0283ija""]"
sa-ra-ma	sa-ra-ma	sa-ra-ma-na-da	5	phn	Phoenician	kʰammaːn	8	0.8000	4	5		"[""\u0283al\u0101mu"", ""k\u02b0amma\u02d0n"", ""k\u02b0amma\u02d0n"", ""k\u02b0amma\u02d0n"", ""k\u02b0amma\u02d0n""]"
se-ka-na	se-ka-na	se-ka-na-si-si	5	phn	Phoenician	taħat	5	0.8000	4	5		"[""k\u02b0amma\u02d0n"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at""]"
tu-ru-sa	tu-ru-sa	tu-ru-sa-i-da-a	5	phn	Phoenician	pani	4	0.8000	4	5		"[""be\u02d0t"", ""pani"", ""pani"", ""pani"", ""pani""]"
wa-ja-tu	wa-ja-tu	wa-ja-tu-ru-sa	5	phn	Phoenician	ʃāqḗḏ	5	0.8000	4	5		"[""\u0283\u0101q\u1e17\u1e0f"", ""\u0283\u0101q\u1e17\u1e0f"", ""\u0283\u0101q\u1e17\u1e0f"", ""\u0283\u0101q\u1e17\u1e0f"", ""\u0294atta""]"
na-i-*301-ti	na-i-*301-ti	na-i-*301-ti-ja-sa	5	phn	Phoenician	alef	4	0.8000	4	5		"[""\u0294an\u012b"", ""alef"", ""alef"", ""alef"", ""alef""]"
nwa-za	nwa-za	nwa-za-*56-ni	4	phn	Phoenician	kalb	4	0.7500	3	4	dog	"[""kalb"", ""kalb"", ""kalb"", ""pani""]"
a-na-si	a-na-si	a-na-si-si-r	4	phn	Phoenician	ʃiħēt	5	0.7500	3	4		"[""\u0283at"", ""\u0283i\u0127\u0113t"", ""\u0283i\u0127\u0113t"", ""\u0283i\u0127\u0113t""]"
i-nwa-za	i-nwa-za	i-nwa-za-*56-ni	4	phn	Phoenician	kalb	4	0.7500	3	4	dog	"[""kalb"", ""kalb"", ""kalb"", ""pani""]"
ka-na-si	ka-na-si	ka-na-si-si-r	4	phn	Phoenician	ʃiħēt	5	0.7500	3	4		"[""\u0283at"", ""\u0283i\u0127\u0113t"", ""\u0283i\u0127\u0113t"", ""\u0283i\u0127\u0113t""]"
si-i-pi	si-i-pi	si-i-pi-na-ma-i	6	cms	Messapic	bilia	5	1.0000	6	6	daughter	"[""bilia"", ""bilia"", ""bilia"", ""bilia"", ""bilia"", ""bilia""]"
i-ja-re	i-ja-re	i-ja-re-di-ja	5	cms	Messapic	aran	4	1.0000	5	5	arable land	"[""aran"", ""aran"", ""aran"", ""aran"", ""aran""]"
ke-ta-na	ke-ta-na	ke-ta-na-i-*301-ti	5	cms	Messapic	dasta	5	1.0000	5	5	personal name	"[""dasta"", ""dasta"", ""dasta"", ""dasta"", ""dasta""]"
sa-ra-ma	sa-ra-ma	sa-ra-ma-na-da	5	cms	Messapic	mazzes	6	1.0000	5	5	greater	"[""mazzes"", ""mazzes"", ""mazzes"", ""mazzes"", ""mazzes""]"
ti-nu-ja	ti-nu-ja	ti-nu-ja-sa-sa	5	cms	Messapic	teuta	5	1.0000	5	5	community/people	"[""teuta"", ""teuta"", ""teuta"", ""teuta"", ""teuta""]"
a-si-i-pi	a-si-i-pi	a-si-i-pi-na-ma	5	cms	Messapic	bilia	5	1.0000	5	5	daughter	"[""bilia"", ""bilia"", ""bilia"", ""bilia"", ""bilia""]"
*301-u-ti-nu	*301-u-ti-nu	*301-u-ti-nu-ja-sa	5	cms	Messapic	teuta	5	1.0000	5	5	community/people	"[""teuta"", ""teuta"", ""teuta"", ""teuta"", ""teuta""]"
si-ru-te	si-ru-te	si-ru-te-i-di	4	cms	Messapic	bilia	5	1.0000	4	4	daughter	"[""bilia"", ""bilia"", ""bilia"", ""bilia""]"
i-pi-na	i-pi-na	i-pi-na-ma-si-r	9	cms	Messapic	teuta	5	0.8889	8	9	community/people	"[""teuta"", ""teuta"", ""teuta"", ""teuta"", ""teuta"", ""teuta"", ""teuta"", ""teuta"", ""tabara""]"
a-ma-na	a-ma-na	a-ma-na-da-wa-i	6	cms	Messapic	teuta	5	0.8333	5	6	community/people	"[""teuta"", ""teuta"", ""teuta"", ""teuta"", ""teuta"", ""toi""]"
na-si-i	na-si-i	na-si-i-pi-na-m	6	cms	Messapic	bilia	5	0.8333	5	6	daughter	"[""bilia"", ""mazzes"", ""bilia"", ""bilia"", ""bilia"", ""bilia""]"
re-i-ke	re-i-ke	re-i-ke-ta-na-i	6	cms	Messapic	aran	4	0.8333	5	6	arable land	"[""aran"", ""aran"", ""aran"", ""aran"", ""aran"", ""ai""]"
sa-sa-ra	sa-sa-ra	sa-sa-ra-me-u-n	10	cms	Messapic	mazzes	6	0.8000	8	10	greater	"[""mazzes"", ""mazzes"", ""mazzes"", ""mazzes"", ""mazzes"", ""ma"", ""mazzes"", ""mazzes"", ""ma"", ""mazzes""]"
a-ma-si	a-ma-si	a-ma-si-ru-te	5	cms	Messapic	bilia	5	0.8000	4	5	daughter	"[""ma"", ""bilia"", ""bilia"", ""bilia"", ""bilia""]"
i-na-ja	i-na-ja	i-na-ja-re-ta	5	cms	Messapic	aran	4	0.8000	4	5	arable land	"[""ai"", ""aran"", ""aran"", ""aran"", ""aran""]"
na-ma-si	na-ma-si	na-ma-si-ru-te	5	cms	Messapic	bilia	5	0.8000	4	5	daughter	"[""ma"", ""bilia"", ""bilia"", ""bilia"", ""bilia""]"
a-i-na-ja	a-i-na-ja	a-i-na-ja-re-ta	5	cms	Messapic	aran	4	0.8000	4	5	arable land	"[""teuta"", ""aran"", ""aran"", ""aran"", ""aran""]"
e-u-na-ru	e-u-na-ru	e-u-na-ru-ka-na	5	cms	Messapic	aran	4	0.8000	4	5	arable land	"[""zis"", ""aran"", ""aran"", ""aran"", ""aran""]"
i-i-pi-na	i-i-pi-na	i-i-pi-na-ma-i-n	5	cms	Messapic	teuta	5	0.8000	4	5	community/people	"[""ai"", ""teuta"", ""teuta"", ""teuta"", ""teuta""]"
pi-na-ma	pi-na-ma	pi-na-ma-i-na-j	9	cms	Messapic	teuta	5	0.7778	7	9	community/people	"[""teuta"", ""teuta"", ""teuta"", ""teuta"", ""teuta"", ""teuta"", ""tabara"", ""tabara"", ""teuta""]"
a-sa-ra	a-sa-ra	a-sa-ra-me-u-na	13	cms	Messapic	mazzes	6	0.7692	10	13	greater	"[""mazzes"", ""mazzes"", ""mazzes"", ""mazzes"", ""mazzes"", ""ma"", ""mazzes"", ""mazzes"", ""ma"", ""mazzes"", ""mazzes"", ""bilia"", ""mazzes""]"
ta-i-*301-wa	ta-i-*301-wa	ta-i-*301-wa-ja-a-j	16	cms	Messapic	klaohi	6	0.7500	12	16	hear (present imperative 3sg)	"[""ai"", ""ai"", ""ai"", ""klaohi"", ""klaohi"", ""klaohi"", ""klaohi"", ""klaohi"", ""klaohi"", ""klaohi"", ""klaohi"", ""klaohi"", ""klaohi"", ""ai"", ""klaohi"", ""klaohi""]"
i-ru-te	i-ru-te	i-ru-te-i-di	4	cms	Messapic	aran	4	0.7500	3	4	arable land	"[""aran"", ""aran"", ""aran"", ""bilia""]"
a-ja-i-nwa	a-ja-i-nwa	a-ja-i-nwa-za-*56	4	cms	Messapic	tʰautori	8	0.7500	3	4		"[""t\u02b0autori"", ""t\u02b0autori"", ""t\u02b0autori"", ""klaohi""]"
a-na-da	a-na-da	a-na-da-wa-i-ja	6	elx	Elamite	ruku	4	1.0000	6	6	testicle	"[""ruku"", ""ruku"", ""ruku"", ""ruku"", ""ruku"", ""ruku""]"
nu-i-na	nu-i-na	nu-i-na-i-da-ja	6	elx	Elamite	ruku	4	1.0000	6	6	testicle	"[""ruku"", ""ruku"", ""ruku"", ""ruku"", ""ruku"", ""ruku""]"
na-da-wa	na-da-wa	na-da-wa-i-ja	4	elx	Elamite	ruku	4	1.0000	4	4	testicle	"[""ruku"", ""ruku"", ""ruku"", ""ruku""]"
ra-me-u	ra-me-u	ra-me-u-na-ru-k	9	elx	Elamite	muru	4	0.8889	8	9	earth	"[""muru"", ""mur"", ""muru"", ""muru"", ""muru"", ""muru"", ""muru"", ""muru"", ""muru""]"
di-ki-te	di-ki-te	di-ki-te-te-re	9	elx	Elamite	abebe	5	0.8889	8	9	food	"[""abebe"", ""abebe"", ""abebe"", ""abebe"", ""abebe"", ""abebe"", ""abebe"", ""bau"", ""abebe""]"
a-ra-ma	a-ra-ma	a-ra-ma-na-da-w	6	elx	Elamite	muru	4	0.8333	5	6	earth	"[""muru"", ""mur"", ""muru"", ""muru"", ""muru"", ""muru""]"
