chain_root	chain_shortest	chain_longest	chain_length	language	lang_name	stability	mode_word	mode_count	total_extensions	gloss	all_words_json
sa-ra-ma	sa-ra-ma	sa-ra-ma-na-da	5	phn	Phoenician	0.8000	kʰammaːn	4	5		"[""\u0283al\u0101mu"", ""k\u02b0amma\u02d0n"", ""k\u02b0amma\u02d0n"", ""k\u02b0amma\u02d0n"", ""k\u02b0amma\u02d0n""]"
sa-ra-ma	sa-ra-ma	sa-ra-ma-na-da	5	sem-pro	Proto-Semitic	0.8000	ʔarsˤ́-	4	5		"[""\u0294ars\u02e4\u0301"", ""\u0294ars\u02e4\u0301-"", ""\u0294ars\u02e4\u0301-"", ""\u0294ars\u02e4\u0301-"", ""\u0294ars\u02e4\u0301-""]"
se-ka-na	se-ka-na	se-ka-na-si-si	5	ave	Avestan	0.8000	[-]	4	5	bones	"[""san\u0261h"", ""[-]"", ""[-]"", ""[-]"", ""[-]""]"
se-ka-na	se-ka-na	se-ka-na-si-si	5	elx	Elamite	0.8000	tuuʃ	4	5		"[""\u0283alur"", ""tuu\u0283"", ""tuu\u0283"", ""tuu\u0283"", ""tuu\u0283""]"
se-ka-na	se-ka-na	se-ka-na-si-si	5	peo	Old Persian	0.8000	kaufaʰ	4	5	mountain	"[""kuu\u0283a"", ""kaufa\u02b0"", ""kaufa\u02b0"", ""kaufa\u02b0"", ""kaufa\u02b0""]"
se-ka-na	se-ka-na	se-ka-na-si-si	5	phn	Phoenician	0.8000	taħat	4	5		"[""k\u02b0amma\u02d0n"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at""]"
se-ka-na	se-ka-na	se-ka-na-si-si	5	sem-pro	Proto-Semitic	0.8000	marʔ	4	5	man	"[""nu\u02d0r-"", ""mar\u0294"", ""mar\u0294"", ""mar\u0294"", ""mar\u0294""]"
ti-nu-ja	ti-nu-ja	ti-nu-ja-sa-sa	5	dra-pro	Proto-Dravidian	0.8000	ir-	4	5	wiktionary cat	"[""ir-"", ""ir-"", ""ir-"", ""ir-"", ""iruppaj""]"
ti-nu-ja	ti-nu-ja	ti-nu-ja-sa-sa	5	ine-pro	Proto-Indo-European	0.8000	tetkoː	4	5		"[""enu"", ""tetko\u02d0"", ""tetko\u02d0"", ""tetko\u02d0"", ""tetko\u02d0""]"
ti-nu-ja	ti-nu-ja	ti-nu-ja-sa-sa	5	sem-pro	Proto-Semitic	0.8000	U₃	4	5		"[""-r"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083""]"
ti-nu-ja	ti-nu-ja	ti-nu-ja-sa-sa	5	xcr	Eteocretan	0.8000	γίσσα	4	5		"[""\u2020=\u00f0"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
ti-nu-ja	ti-nu-ja	ti-nu-ja-sa-sa	5	xur	Urartian	0.8000	tan-	4	5	do	"[""sie"", ""tan-"", ""tan-"", ""tan-"", ""tan-""]"
tu-ru-sa	tu-ru-sa	tu-ru-sa-i-da-a	5	cms	Messapic	0.8000	ma	4	5	prohibition particle	"[""zis"", ""ma"", ""ma"", ""ma"", ""ma""]"
tu-ru-sa	tu-ru-sa	tu-ru-sa-i-da-a	5	phn	Phoenician	0.8000	pani	4	5		"[""be\u02d0t"", ""pani"", ""pani"", ""pani"", ""pani""]"
tu-ru-sa	tu-ru-sa	tu-ru-sa-i-da-a	5	xcr	Eteocretan	0.8000	γίσσα	4	5		"[""\u2020=\u00f0"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
wa-ja-se	wa-ja-se	wa-ja-se-ka-na	5	ave	Avestan	0.8000	[-]	4	5	bones	"[""[-]"", ""[-]"", ""[-]"", ""[-]"", ""san\u0261h""]"
wa-ja-se	wa-ja-se	wa-ja-se-ka-na	5	ccs-pro	Proto-Kartvelian	0.8000	matʼl	4	5		"[""l\u02bfdze"", ""mat\u02bcl"", ""mat\u02bcl"", ""mat\u02bcl"", ""mat\u02bcl""]"
wa-ja-se	wa-ja-se	wa-ja-se-ka-na	5	peo	Old Persian	0.8000	-ika	4	5		"[""Ma\u02d0hi\u0283"", ""-ika"", ""-ika"", ""-ika"", ""-ika""]"
wa-ja-se	wa-ja-se	wa-ja-se-ka-na	5	xld	Lydian	0.8000	wsta-	4	5	expense (?)	"[""wsta-"", ""wsta-"", ""wsta-"", ""wsta-"", ""tsa-(t)""]"
wa-ja-tu	wa-ja-tu	wa-ja-tu-ru-sa	5	ave	Avestan	0.8000	drudʒ	4	5		"[""[-]"", ""drud\u0292"", ""drud\u0292"", ""drud\u0292"", ""drud\u0292""]"
wa-ja-tu	wa-ja-tu	wa-ja-tu-ru-sa	5	cms	Messapic	0.8000	zis	4	5	Zeus (Messapic form)	"[""kos"", ""zis"", ""zis"", ""zis"", ""zis""]"
wa-ja-tu	wa-ja-tu	wa-ja-tu-ru-sa	5	peo	Old Persian	0.8000	aθaⁿɡaʰ	4	5		"[""ja\u03b8a\u02d0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0""]"
wa-ja-tu	wa-ja-tu	wa-ja-tu-ru-sa	5	phn	Phoenician	0.8000	ʃāqḗḏ	4	5		"[""\u0283\u0101q\u1e17\u1e0f"", ""\u0283\u0101q\u1e17\u1e0f"", ""\u0283\u0101q\u1e17\u1e0f"", ""\u0283\u0101q\u1e17\u1e0f"", ""\u0294atta""]"
wa-ja-tu	wa-ja-tu	wa-ja-tu-ru-sa	5	xcr	Eteocretan	0.8000	†=ð	4	5		"[""\u2020=\u00f0"", ""\u2020=\u00f0"", ""\u2020=\u00f0"", ""\u2020=\u00f0"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
a-a-di-ki	a-a-di-ki	a-a-di-ki-te-si	5	xld	Lydian	0.8000	tse-	4	5		"[""tso-"", ""tse-"", ""tse-"", ""tse-"", ""tse-""]"
a-da-u-ti	a-da-u-ti	a-da-u-ti-nu-i-n	5	cms	Messapic	0.8000	ai	4	5	conjunction (hypothetical)	"[""ai"", ""ai"", ""teuta"", ""ai"", ""ai""]"
a-da-u-ti	a-da-u-ti	a-da-u-ti-nu-i-n	5	xrr	Etruscan	0.8000	-l(a)	4	5	of/for	"[""-\u00d8"", ""-l(a)"", ""-l(a)"", ""-l(a)"", ""-l(a)""]"
a-i-na-ja	a-i-na-ja	a-i-na-ja-re-ta	5	cms	Messapic	0.8000	aran	4	5	arable land	"[""teuta"", ""aran"", ""aran"", ""aran"", ""aran""]"
a-i-na-ja	a-i-na-ja	a-i-na-ja-re-ta	5	xld	Lydian	0.8000	trf(i)-	4	5		"[""k\u02b7almlus"", ""trf(i)-"", ""trf(i)-"", ""trf(i)-"", ""trf(i)-""]"
a-ja-a-di	a-ja-a-di	a-ja-a-di-ki-te	5	cms	Messapic	0.8000	ai	4	5	conjunction (hypothetical)	"[""ai"", ""aran"", ""ai"", ""ai"", ""ai""]"
a-ja-a-di	a-ja-a-di	a-ja-a-di-ki-te	5	elx	Elamite	0.8000	ukkubati	4	5	wiktionary	"[""ukku"", ""ukkubati"", ""ukkubati"", ""ukkubati"", ""ukkubati""]"
a-ja-a-di	a-ja-a-di	a-ja-a-di-ki-te	5	peo	Old Persian	0.8000	aiva	4	5	one	"[""aiva"", ""aiva"", ""aiva"", ""aiva"", ""bu\u02d0mi\u0283""]"
a-ma-i-na	a-ma-i-na	a-ma-i-na-ja-re	5	xpg	Phrygian	0.8000	baɡo	4	5		"[""ab"", ""ba\u0261o"", ""ba\u0261o"", ""ba\u0261o"", ""ba\u0261o""]"
a-ma-i-na	a-ma-i-na	a-ma-i-na-ja-re	5	xur	Urartian	0.8000	sane	4	5	kettle	"[""man"", ""sane"", ""sane"", ""sane"", ""sane""]"
a-sa-u-na	a-sa-u-na	a-sa-u-na-ka-na	5	peo	Old Persian	0.8000	AM	4	5		"[""AM"", ""AM"", ""AM"", ""AM"", ""Hutau\u03b8a\u02d0""]"
a-sa-u-na	a-sa-u-na	a-sa-u-na-ka-na	5	xle	Eteocypriot	0.8000	tawarzio	4	5		"[""p\u02b0oke"", ""tawarzio"", ""tawarzio"", ""tawarzio"", ""tawarzio""]"
a-sa-u-na	a-sa-u-na	a-sa-u-na-ka-na	5	xpg	Phrygian	0.8000	tʰri	4	5		"[""ew"", ""t\u02b0ri"", ""t\u02b0ri"", ""t\u02b0ri"", ""t\u02b0ri""]"
a-sa-u-na	a-sa-u-na	a-sa-u-na-ka-na	5	xrr	Etruscan	0.8000	tite	4	5	tite	"[""-\u00d8"", ""tite"", ""tite"", ""tite"", ""tite""]"
a-si-i-pi	a-si-i-pi	a-si-i-pi-na-ma	5	ave	Avestan	0.8000	[-]	4	5	bones	"[""[-]"", ""[-]"", ""[-]"", ""[-]"", ""= vat\u0283""]"
a-si-i-pi	a-si-i-pi	a-si-i-pi-na-ma	5	dra-pro	Proto-Dravidian	0.8000	paːraj	4	5		"[""pa\u02d0raj"", ""pa\u02d0raj"", ""pa\u02d0raj"", ""pa\u02d0raj"", ""ja\u0273\u0288-""]"
a-si-i-pi	a-si-i-pi	a-si-i-pi-na-ma	5	uga	Ugaritic	0.8000	θn	4	5		"[""\u03b8n"", ""\u03b8n"", ""\u03b8n"", ""\u03b8n"", ""\u03b8l\u03b8t""]"
a-u-ti-nu	a-u-ti-nu	a-u-ti-nu-i-na-i	5	ave	Avestan	0.8000	[-]	4	5	bones	"[""[-]"", ""[-]"", ""[-]"", ""san\u0261h"", ""[-]""]"
a-u-ti-nu	a-u-ti-nu	a-u-ti-nu-i-na-i	5	ccs-pro	Proto-Kartvelian	0.8000	babua	4	5		"[""babua"", ""babua"", ""babua"", ""babua"", ""k\u02bcut\u02bcu""]"
a-u-ti-nu	a-u-ti-nu	a-u-ti-nu-i-na-i	5	cms	Messapic	0.8000	ai	4	5	conjunction (hypothetical)	"[""teuta"", ""ai"", ""ai"", ""ai"", ""ai""]"
a-u-ti-nu	a-u-ti-nu	a-u-ti-nu-i-na-i	5	xlc	Lycian	0.8000	ada-	4	5	(currency unit)	"[""ada-"", ""ada-"", ""ada-"", ""ada-"", ""k\u02b7a-(ti)""]"
a-u-ti-nu	a-u-ti-nu	a-u-ti-nu-i-na-i	5	xpg	Phrygian	0.8000	anar	4	5	husband	"[""anar"", ""anar"", ""anar"", ""anar"", ""ab- (ab-)""]"
e-a-di-ki	e-a-di-ki	e-a-di-ki-te-te	5	ave	Avestan	0.8000	stu-	4	5	to praise	"[""stu-"", ""stu-"", ""stu-"", ""stu-"", ""surunva\u00f1t""]"
e-a-di-ki	e-a-di-ki	e-a-di-ki-te-te	5	elx	Elamite	0.8000	abebe	4	5	food	"[""ukkubati"", ""abebe"", ""abebe"", ""abebe"", ""abebe""]"
e-i-ke-ta	e-i-ke-ta	e-i-ke-ta-na-i-*301	5	ine-pro	Proto-Indo-European	0.8000	oː	4	5		"[""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""\u0261\u02b7e\u0261""]"
e-i-ke-ta	e-i-ke-ta	e-i-ke-ta-na-i-*301	5	phn	Phoenician	0.8000	huː	4	5		"[""hu\u02d0"", ""hu\u02d0"", ""hu\u02d0"", ""hu\u02d0"", ""k\u02b0amma\u02d0n""]"
e-i-ke-ta	e-i-ke-ta	e-i-ke-ta-na-i-*301	5	xrr	Etruscan	0.8000	enθus	4	5	of (the community of) enθu*	"[""ker"", ""en\u03b8us"", ""en\u03b8us"", ""en\u03b8us"", ""en\u03b8us""]"
e-u-na-ka	e-u-na-ka	e-u-na-ka-na-si	5	cms	Messapic	0.8000	tan	4	5	accusative feminine singular article	"[""tan"", ""tan"", ""tan"", ""tan"", ""ma""]"
e-u-na-ka	e-u-na-ka	e-u-na-ka-na-si	5	dra-pro	Proto-Dravidian	0.8000	poʈʈ-	4	5		"[""t\u0283up"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-""]"
e-u-na-ka	e-u-na-ka	e-u-na-ka-na-si	5	peo	Old Persian	0.8000	kaufaʰ	4	5	mountain	"[""kuu\u0283a"", ""kaufa\u02b0"", ""kaufa\u02b0"", ""kaufa\u02b0"", ""kaufa\u02b0""]"
e-u-na-ka	e-u-na-ka	e-u-na-ka-na-si	5	xcr	Eteocretan	0.8000	γέl̩α	4	5		"[""\u2020=l\u0329"", ""\u03b3\u03adl\u0329\u03b1"", ""\u03b3\u03adl\u0329\u03b1"", ""\u03b3\u03adl\u0329\u03b1"", ""\u03b3\u03adl\u0329\u03b1""]"
e-u-na-ru	e-u-na-ru	e-u-na-ru-ka-na	5	ave	Avestan	0.8000	ɡhzhar	4	5		"[""[-]"", ""\u0261hzhar"", ""\u0261hzhar"", ""\u0261hzhar"", ""\u0261hzhar""]"
e-u-na-ru	e-u-na-ru	e-u-na-ru-ka-na	5	ccs-pro	Proto-Kartvelian	0.8000	dedal	4	5	female	"[""deda"", ""dedal"", ""dedal"", ""dedal"", ""dedal""]"
e-u-na-ru	e-u-na-ru	e-u-na-ru-ka-na	5	cms	Messapic	0.8000	aran	4	5	arable land	"[""zis"", ""aran"", ""aran"", ""aran"", ""aran""]"
e-u-na-ru	e-u-na-ru	e-u-na-ru-ka-na	5	xcr	Eteocretan	0.8000	βάνðα	4	5		"[""\u2020=\u00f0"", ""\u03b2\u03ac\u03bd\u00f0\u03b1"", ""\u03b2\u03ac\u03bd\u00f0\u03b1"", ""\u03b2\u03ac\u03bd\u00f0\u03b1"", ""\u03b2\u03ac\u03bd\u00f0\u03b1""]"
e-u-na-ru	e-u-na-ru	e-u-na-ru-ka-na	5	xrr	Etruscan	0.8000	tite	4	5	tite	"[""-u"", ""tite"", ""tite"", ""tite"", ""tite""]"
i-i-pi-na	i-i-pi-na	i-i-pi-na-ma-i-n	5	cms	Messapic	0.8000	teuta	4	5	community/people	"[""ai"", ""teuta"", ""teuta"", ""teuta"", ""teuta""]"
i-i-pi-na	i-i-pi-na	i-i-pi-na-ma-i-n	5	dra-pro	Proto-Dravidian	0.8000	jaɳʈ-	4	5		"[""ja\u02d0-"", ""ja\u0273\u0288-"", ""ja\u0273\u0288-"", ""ja\u0273\u0288-"", ""ja\u0273\u0288-""]"
i-nu-i-na	i-nu-i-na	i-nu-i-na-i-da-j	5	dra-pro	Proto-Dravidian	0.8000	jaɳʈ-	4	5		"[""ja\u02d0-"", ""ja\u0273\u0288-"", ""ja\u0273\u0288-"", ""ja\u0273\u0288-"", ""ja\u0273\u0288-""]"
i-nu-i-na	i-nu-i-na	i-nu-i-na-i-da-j	5	elx	Elamite	0.8000	ruku	4	5	testicle	"[""bau"", ""ruku"", ""ruku"", ""ruku"", ""ruku""]"
i-nu-i-na	i-nu-i-na	i-nu-i-na-i-da-j	5	phn	Phoenician	0.8000	miː	4	5		"[""mi\u02d0"", ""mi\u02d0"", ""mi\u02d0"", ""mi\u02d0"", ""qar\u00e1\u0294""]"
wa-e-a-di	wa-e-a-di	wa-e-a-di-ki-te	5	peo	Old Persian	0.8000	vaʃanaa	4	5		"[""aiva"", ""va\u0283anaa"", ""va\u0283anaa"", ""va\u0283anaa"", ""va\u0283anaa""]"
wa-e-a-di	wa-e-a-di	wa-e-a-di-ki-te	5	xpg	Phrygian	0.8000	eti	4	5	and	"[""e-"", ""eti"", ""eti"", ""eti"", ""eti""]"
na-ti-*301	na-ti-*301	na-ti-*301-wa-ja	5	uga	Ugaritic	0.8000	mid	4	5	oracc neo	"[""s\u02e4uru"", ""mid"", ""mid"", ""mid"", ""mid""]"
*56-e-tu-me	*56-e-tu-me	*56-e-tu-me-i-ja-s	5	dra-pro	Proto-Dravidian	0.8000	aːj	4	5		"[""-a\u02d0"", ""a\u02d0j"", ""a\u02d0j"", ""a\u02d0j"", ""a\u02d0j""]"
*56-e-tu-me	*56-e-tu-me	*56-e-tu-me-i-ja-s	5	sem-pro	Proto-Semitic	0.8000	ʕaθ̣m-	4	5		"[""nu\u02d0b"", ""\u0295a\u03b8\u0323m-"", ""\u0295a\u03b8\u0323m-"", ""\u0295a\u03b8\u0323m-"", ""\u0295a\u03b8\u0323m-""]"
nu-*56-e-tu	nu-*56-e-tu	nu-*56-e-tu-me-i-j	5	phn	Phoenician	0.8000	huː	4	5		"[""hu\u02d0"", ""hu\u02d0"", ""hu\u02d0"", ""hu\u02d0"", ""alef""]"
nu-*56-e-tu	nu-*56-e-tu	nu-*56-e-tu-me-i-j	5	sem-pro	Proto-Semitic	0.8000	libb-	4	5	wiktionary cat	"[""libb-"", ""libb-"", ""libb"", ""libb-"", ""libb-""]"
nu-*56-e-tu	nu-*56-e-tu	nu-*56-e-tu-me-i-j	5	xpg	Phrygian	0.8000	bratere	4	5	brother	"[""anar"", ""bratere"", ""bratere"", ""bratere"", ""bratere""]"
*301-u-ti-nu	*301-u-ti-nu	*301-u-ti-nu-ja-sa	5	xlc	Lycian	0.8000	ada-	4	5	(currency unit)	"[""ada-"", ""ada-"", ""ada-"", ""ada-"", ""k\u02b7a-(ti)""]"
i-*301-ti-ja	i-*301-ti-ja	i-*301-ti-ja-sa-sa	5	ave	Avestan	0.8000	[-]	4	5	bones	"[""[-]"", ""[-]"", ""[-]"", ""[-]"", ""[fra + t\u0283a]""]"
i-*301-ti-ja	i-*301-ti-ja	i-*301-ti-ja-sa-sa	5	elx	Elamite	0.8000	bau	4	5	road	"[""bau"", ""bau"", ""bau"", ""bau"", ""\u0283utu""]"
i-*301-ti-ja	i-*301-ti-ja	i-*301-ti-ja-sa-sa	5	xlc	Lycian	0.8000	ada-	4	5	(currency unit)	"[""ada-"", ""ada-"", ""ada-"", ""ada-"", ""k\u02b7a-(ti)""]"
i-*301-ti-ja	i-*301-ti-ja	i-*301-ti-ja-sa-sa	5	xrr	Etruscan	0.8000	-l(a)	4	5	of/for	"[""-l(a)"", ""-l(a)"", ""-r(a)"", ""-l(a)"", ""-l(a)""]"
i-*301-ti-ja	i-*301-ti-ja	i-*301-ti-ja-sa-sa	5	xur	Urartian	0.8000	teʃ-	4	5		"[""te\u0283-"", ""te\u0283-"", ""te\u0283-"", ""te\u0283-"", ""teq-""]"
na-i-*301-ti	na-i-*301-ti	na-i-*301-ti-ja-sa	5	dra-pro	Proto-Dravidian	0.8000	paːraj	4	5		"[""pa\u02d0raj"", ""pa\u02d0raj"", ""pa\u02d0raj"", ""pa\u02d0raj"", ""pa\u02d0\u0288a-""]"
na-i-*301-ti	na-i-*301-ti	na-i-*301-ti-ja-sa	5	phn	Phoenician	0.8000	alef	4	5		"[""\u0294an\u012b"", ""alef"", ""alef"", ""alef"", ""alef""]"
na-i-*301-ti	na-i-*301-ti	na-i-*301-ti-ja-sa	5	uga	Ugaritic	0.8000	sˤuru	4	5		"[""s\u02e4uru"", ""s\u02e4uru"", ""s\u02e4uru"", ""s\u02e4uru"", ""\u0283i\u02d0ru""]"
na-i-*301-ti	na-i-*301-ti	na-i-*301-ti-ja-sa	5	xlc	Lycian	0.8000	eb(e)	4	5		"[""Masa"", ""eb(e)"", ""eb(e)"", ""eb(e)"", ""eb(e)""]"
na-i-*301-ti	na-i-*301-ti	na-i-*301-ti-ja-sa	5	xrr	Etruscan	0.8000	tʰal	4	5		"[""t\u02b0al"", ""t\u02b0al"", ""t\u02b0al"", ""t\u02b0al"", ""-l(a)""]"
a-i-*301-u-ti	a-i-*301-u-ti	a-i-*301-u-ti-nu-ja	5	ave	Avestan	0.8000	[-]	4	5	bones	"[""[-]"", ""[-]"", ""[-]"", ""[-]"", ""san\u0261h""]"
a-i-*301-u-ti	a-i-*301-u-ti	a-i-*301-u-ti-nu-ja	5	dra-pro	Proto-Dravidian	0.8000	paːraj	4	5		"[""pa\u02d0raj"", ""pa\u02d0raj"", ""pa\u02d0raj"", ""pa\u02d0raj"", ""ja\u02d0-""]"
a-i-*301-u-ti	a-i-*301-u-ti	a-i-*301-u-ti-nu-ja	5	sem-pro	Proto-Semitic	0.8000	-r	4	5	wiktionary cat	"[""U\u2083"", ""-r"", ""-r"", ""-r"", ""-r""]"
a-i-*301-u-ti	a-i-*301-u-ti	a-i-*301-u-ti-nu-ja	5	xlc	Lycian	0.8000	eb(e)	4	5		"[""Masa"", ""eb(e)"", ""eb(e)"", ""eb(e)"", ""eb(e)""]"
a-i-*301-u-ti	a-i-*301-u-ti	a-i-*301-u-ti-nu-ja	5	xle	Eteocypriot	0.8000	heloke	4	5	verb form	"[""heloke"", ""heloke"", ""heloke"", ""heloke"", ""aker""]"
i-ja-sa	i-ja-sa	i-ja-sa-u-na-ka	9	xcr	Eteocretan	0.7778	γίσσα	7	9		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u2020=\u00f0"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u2020=\u00f0"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
i-pi-na	i-pi-na	i-pi-na-ma-si-r	9	ave	Avestan	0.7778	[-]	7	9	bones	"[""[-]"", ""[-]"", ""= vat\u0283"", ""[-]"", ""[-]"", ""[-]"", ""[-]"", ""= vat\u0283"", ""[-]""]"
i-pi-na	i-pi-na	i-pi-na-ma-si-r	9	dra-pro	Proto-Dravidian	0.7778	jaɳʈ-	7	9		"[""ja\u02d0-"", ""ja\u0273\u0288-"", ""ja\u0273\u0288-"", ""ja\u0273\u0288-"", ""ja\u0273\u0288-"", ""ja\u0273\u0288-"", ""ja\u0273\u0288-"", ""ja\u0273\u0288-"", ""ja\u02d0h""]"
ra-me-u	ra-me-u	ra-me-u-na-ru-k	9	phn	Phoenician	0.7778	huː	7	9		"[""hu\u02d0"", ""hu\u02d0"", ""hu\u02d0"", ""hu\u02d0"", ""hu\u02d0"", ""\u0294atta"", ""hu\u02d0"", ""mamla\u02d0\u1e35a\u02d0"", ""hu\u02d0""]"
ra-me-u	ra-me-u	ra-me-u-na-ru-k	9	xur	Urartian	0.7778	Aldi	7	9	urartian national god = haldi	"[""nuld-"", ""Aldi"", ""Aldi"", ""Aldi"", ""Aldi"", ""Aldi"", ""Aldi"", ""ardini"", ""Aldi""]"
di-ki-te	di-ki-te	di-ki-te-te-re	9	xlc	Lycian	0.7778	nei	7	9	to lead	"[""nei"", ""nei"", ""nei"", ""nei"", ""nei"", ""nei"", ""m\u0303me/i-"", ""nei"", ""m\u0303me/i-""]"
pi-na-ma	pi-na-ma	pi-na-ma-i-na-j	9	cms	Messapic	0.7778	teuta	7	9	community/people	"[""teuta"", ""teuta"", ""teuta"", ""teuta"", ""teuta"", ""teuta"", ""tabara"", ""tabara"", ""teuta""]"
pi-na-ma	pi-na-ma	pi-na-ma-i-na-j	9	dra-pro	Proto-Dravidian	0.7778	jaɳʈ-	7	9		"[""ja\u0273\u0288-"", ""ja\u0273\u0288-"", ""ja\u0273\u0288-"", ""ja\u0273\u0288-"", ""ja\u0273\u0288-"", ""ja\u0273\u0288-"", ""ja\u02d0h"", ""ja\u0273\u0288-"", ""po\u0288\u0288-""]"
pi-na-ma	pi-na-ma	pi-na-ma-i-na-j	9	ine-pro	Proto-Indo-European	0.7778	oː	7	9		"[""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""e\u02d0n"", ""k\u02b7ek""]"
pi-na-ma	pi-na-ma	pi-na-ma-i-na-j	9	peo	Old Persian	0.7778	idaa	7	9		"[""kaara"", ""idaa"", ""idaa"", ""idaa"", ""idaa"", ""idaa"", ""idaa"", ""ida\u02d0"", ""idaa""]"
pi-na-ma	pi-na-ma	pi-na-ma-i-na-j	9	xrr	Etruscan	0.7778	-Ø	7	9	tir raetica	"[""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""metinu"", ""metinu"", ""-\u00d8""]"
sa-ra-me	sa-ra-me	sa-ra-me-u-na-r	9	sem-pro	Proto-Semitic	0.7778	ʔarsˤ́-	7	9		"[""\u0294ars\u02e4\u0301"", ""\u0294ars\u02e4\u0301-"", ""\u0294ars\u02e4\u0301-"", ""\u0294ars\u02e4\u0301-"", ""\u0294ars\u02e4\u0301-"", ""\u0294ars\u02e4\u0301-"", ""\u0294ars\u02e4\u0301-"", ""\u0294is\u02e4ba\u0295-"", ""\u0294ars\u02e4\u0301-""]"
sa-ra-me	sa-ra-me	sa-ra-me-u-na-r	9	xcr	Eteocretan	0.7778	γίσσα	7	9		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u2020=\u00f0"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u2020=\u00f0"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
sa-ra-me	sa-ra-me	sa-ra-me-u-na-r	9	xld	Lydian	0.7778	iʃko-	7	9		"[""i\u0283ko-"", ""i\u0283ko-"", ""i\u0283ko-"", ""i\u0283ko-"", ""i\u0283ko-"", ""i\u0283ko-"", ""i\u0283ko-"", ""a\u0255trko\u0255"", ""a\u0255trko\u0255""]"
a-me-u-na	a-me-u-na	a-me-u-na-ru-ka	9	peo	Old Persian	0.7778	idaa	7	9		"[""idaa"", ""idaa"", ""idaa"", ""idaa"", ""ida\u02d0"", ""idaa"", ""ida\u02d0"", ""idaa"", ""idaa""]"
a-me-u-na	a-me-u-na	a-me-u-na-ru-ka	9	xlc	Lycian	0.7778	ux(i)-	7	9		"[""ux(i)-"", ""ux(i)-"", ""ux(i)-"", ""ux(i)-"", ""ux(i)-"", ""ux(i)-"", ""ux(i)-"", ""a(i)-(di)"", ""a(i)-(di)""]"
a-me-u-na	a-me-u-na	a-me-u-na-ru-ka	9	xpg	Phrygian	0.7778	ew	7	9	good	"[""ew"", ""ew"", ""ew"", ""ew"", ""ew"", ""ew"", ""t\u02b0ri"", ""ew"", ""t\u02b0ri (t\u02b0ri)""]"
a-me-u-na	a-me-u-na	a-me-u-na-ru-ka	9	xur	Urartian	0.7778	Aldi	7	9	urartian national god = haldi	"[""Aldi"", ""Aldi"", ""Aldi"", ""Aldi"", ""Aldi"", ""ardini"", ""Aldi"", ""ardini"", ""Aldi""]"
